"counter","timestamp","perfusion_index","heart_rate","hr_quality","energy_expenditure","ee_quality","local_temperature","steps_per_minute","blood_pulse_wave","barometer_temperature","heart_rate_variability","hrv_quality","object_temperature","motion_activity","respiration_rate","rr_quality","activity_classification","ac_quality","gsr_electrode","SpO2","SpO2_quality","barometer_pressure"
"435784","1542324628","0.22","53","91","20.044","100","28.53","0","2.24","27.63","98","53","29.47","0.784314","13","78","1","50","18.4867","0","0","1009.2"
"435785","1542324629","0.22","51","86","20.044","100","28.53","0","2.2","27.44","98","53","29.44","0.784314","13","78","1","50","18.225","0","0","1008.8"
"435786","1542324630","0.22","51","88","20.044","100","28.56","0","2.2","27.44","98","53","29.63","0.784314","12","77","1","51","18.225","0","0","1008.7"
"435787","1542324631","0.22","51","89","20.044","100","28.56","0","2.2","27.5","99","53","29.63","0.784314","13","77","1","52","19.1857","0","0","1008.8"
"435788","1542324632","0.22","51","88","20.044","100","28.56","0","2.2","27.5","100","53","29.56","0.784314","13","77","1","53","19.608","0","0","1008.8"
"435789","1542324633","0.22","50","86","20.044","100","28.56","0","2.14","27.5","100","53","29.56","0.784314","13","77","1","54","17.5983","0","0","1008.8"
"435790","1542324634","0.22","50","85","20.044","100","28.56","0","2.12","27.5","100","53","29.53","0.784314","13","77","1","54","18.225","0","0","1008.8"
"435791","1542324635","0.22","51","89","20.044","100","28.56","0","1.8","27.44","99","53","29.5","0.784314","13","77","1","55","18.225","0","0","1008.7"
"435792","1542324636","0.24","51","92","20.044","100","28.59","0","1.8","27.5","99","53","29.72","0.784314","13","77","1","56","18.8937","0","0","1008.8"
"435793","1542324637","0.24","52","94","26.0155","100","28.59","0","1.78","27.63","99","53","29.69","0.784314","13","77","1","57","18.4867","0","0","1009"
"435794","1542324638","0.24","52","94","31.865","100","28.59","0","1.78","27.44","99","53","29.63","0.784314","13","77","1","57","18.225","0","0","1008.6"
"435795","1542324639","0.24","52","96","31.865","100","28.59","0","1.72","27.5","99","53","29.63","0.784314","13","77","1","58","18.225","0","0","1008.9"
"435796","1542324640","0.24","53","98","31.865","100","28.59","0","1.78","27.63","99","53","29.56","0.784314","13","77","1","59","19.1857","0","0","1009"
"435797","1542324641","0.24","54","100","31.865","100","28.59","0","1.78","27.63","99","53","29.53","0.784314","12","79","1","59","19.608","0","0","1009.2"
"435798","1542324642","0.24","54","98","31.865","100","28.59","0","1.72","27.63","99","53","29.53","0.784314","12","79","1","60","18.4867","0","0","1009.1"
"435799","1542324643","0.24","54","98","31.865","100","28.63","0","1.72","27.44","99","53","29.69","0.784314","12","79","1","61","18.225","0","0","1008.6"
"435800","1542324644","0.24","55","97","31.865","100","28.63","0","1.7","27.56","99","53","29.66","0.784314","12","79","1","61","17.8337","0","0","1008.8"
"435801","1542324645","0.24","56","91","31.865","100","28.63","0","1.68","27.5","99","53","29.66","0.784314","12","79","1","62","17.8337","0","0","1008.8"
"435802","1542324646","0.22","56","88","31.865","100","28.63","0","1.66","27.5","99","53","29.63","0.784314","13","79","1","63","19.1857","0","0","1008.8"
"435803","1542324647","0.22","56","94","31.865","100","28.63","0","1.64","27.5","100","53","29.59","0.784314","13","79","1","63","18.225","0","0","1008.7"
"435804","1542324648","0.22","54","98","31.865","100","28.63","0","1.58","27.63","100","53","29.59","0.784314","13","79","1","64","18.4867","0","0","1009.1"
"435805","1542324649","0.22","52","92","31.865","100","28.66","0","1.58","27.69","100","53","29.78","0.784314","13","79","1","65","18.0523","0","0","1009.3"
"435806","1542324650","0.22","51","86","31.865","100","28.66","0","1.58","27.5","100","53","29.72","0.784314","12","79","1","65","18.4867","0","0","1008.8"
"435807","1542324651","0.22","52","94","31.865","100","28.66","0","1.58","27.63","100","53","29.66","0.784314","12","79","1","66","19.4587","0","0","1008.9"
"435808","1542324652","0.22","53","98","31.865","100","28.66","0","1.58","27.56","100","53","29.66","0.784314","12","79","1","66","18.7307","0","0","1008.8"
"435809","1542324653","0.22","53","97","31.865","100","28.66","0","1.58","27.56","100","53","29.66","0.784314","13","79","1","67","18.4867","0","0","1008.7"
"435810","1542324654","0.22","53","97","31.865","100","28.66","0","1.58","27.5","101","53","29.66","0.784314","13","79","1","67","17.8337","0","0","1008.6"
"435811","1542324655","0.22","52","95","31.865","100","28.66","0","1.6","27.63","103","53","29.69","0.784314","13","79","1","68","18.7307","0","0","1008.9"
"435812","1542324656","0.22","53","97","31.865","100","28.69","0","1.6","27.5","103","53","29.78","0.784314","13","79","1","68","19.1857","0","0","1008.5"
"435813","1542324657","0.22","52","94","31.865","100","28.69","0","1.64","27.63","104","53","29.81","0.784314","13","79","1","69","19.1857","0","0","1008.7"
"435814","1542324658","0.22","51","93","31.865","100","28.69","0","1.66","27.69","104","53","29.75","0.784314","13","79","1","70","18.0523","0","0","1009.1"
"435815","1542324659","0.22","52","96","31.865","100","28.69","0","1.66","27.63","104","53","29.69","0.784314","14","79","1","70","17.8337","0","0","1009"
"435816","1542324660","0.22","51","92","31.865","100","28.69","0","1.66","27.56","104","53","29.69","0.784314","14","79","1","71","18.7307","0","0","1008.6"
"435817","1542324661","0.22","51","93","31.865","100","28.69","0","1.66","27.69","104","53","29.66","0.784314","14","79","1","71","18.7307","0","0","1009.1"
"435818","1542324662","0.22","52","96","31.865","100","28.72","0","1.7","27.81","104","53","29.78","0.784314","14","79","1","71","18.954","0","0","1009.4"
"435819","1542324663","0.24","53","99","31.865","100","28.72","0","1.66","27.63","104","53","29.84","0.784314","14","79","1","72","18.0523","0","0","1008.8"
"435820","1542324664","0.24","54","98","31.865","100","28.72","0","1.68","27.75","104","53","29.75","0.784314","14","79","1","72","17.8337","0","0","1009"
"435821","1542324665","0.24","54","97","31.865","100","28.72","0","1.7","27.75","105","53","29.69","0.784314","14","79","1","73","17.419","0","0","1009.2"
"435822","1542324666","0.26","54","96","31.865","100","28.72","0","1.7","27.75","105","53","29.69","0.784314","14","79","1","73","18.0523","0","0","1009.1"
"435823","1542324667","0.26","53","99","31.865","100","28.72","0","1.72","27.75","105","53","29.69","0.784314","14","79","1","74","18.0523","0","0","1009.1"
"435824","1542324668","0.26","52","94","31.865","100","28.72","0","1.74","27.69","106","53","29.72","0.784314","14","79","1","74","17.8337","0","0","1008.8"
"435825","1542324669","0.26","51","93","31.865","100","28.72","0","1.74","27.75","106","53","29.69","0.784314","14","79","1","75","17.419","0","0","1009.1"
"435826","1542324670","0.26","52","96","31.865","100","28.75","0","1.74","27.69","106","53","29.84","0.784314","14","79","1","75","18.0523","0","0","1008.9"
"435827","1542324671","0.26","52","98","31.865","100","28.75","0","1.74","27.69","106","53","29.84","0.784314","14","79","1","75","18.7307","0","0","1009"
"435828","1542324672","0.26","54","96","31.865","100","28.75","0","1.72","27.69","108","53","29.78","0.784314","15","79","1","76","18.7307","0","0","1008.8"
"435829","1542324673","0.26","54","95","31.865","100","28.75","0","1.72","27.75","108","53","29.78","0.784314","15","79","1","76","17.419","0","0","1008.9"
"435830","1542324674","0.26","53","99","31.865","100","28.75","0","1.72","27.88","107","53","29.75","0.784314","15","79","1","77","17.8337","0","0","1009.2"
"435831","1542324675","0.26","54","96","31.865","100","28.75","0","1.78","27.81","109","53","29.75","0.784314","15","79","1","77","18.252","0","0","1009.1"
"435832","1542324676","0.26","53","100","31.865","100","28.78","0","1.8","27.69","109","53","29.94","0.784314","15","79","1","77","18.954","0","0","1008.8"
"435833","1542324677","0.26","54","98","31.865","100","28.78","0","1.8","27.69","111","53","29.88","0.784314","15","79","1","78","18.7307","0","0","1008.8"
"435834","1542324678","0.26","53","99","31.865","100","28.78","0","1.8","27.75","111","53","29.84","0.784314","15","79","1","78","17.419","0","0","1009"
"435835","1542324679","0.26","55","94","31.865","100","28.78","0","1.8","27.81","110","53","29.84","0.784314","15","79","1","79","18.0523","0","0","1009.3"
"435836","1542324680","0.26","54","99","31.865","100","28.78","0","1.98","27.69","110","53","29.81","0.784314","16","80","1","79","18.0523","0","0","1008.8"
"435837","1542324681","0.26","54","98","31.865","100","28.78","0","1.98","27.75","110","53","29.81","0.784314","15","80","1","79","18.954","0","0","1009"
"435838","1542324682","0.26","53","100","31.865","100","28.78","0","1.98","27.81","111","53","29.78","0.784314","15","80","1","80","18.252","0","0","1009.1"
"435839","1542324683","0.26","54","97","31.865","100","28.81","0","2.12","27.81","111","53","29.97","0.784314","16","80","1","80","18.252","0","0","1009.1"
"435840","1542324684","0.26","54","97","31.865","100","28.81","0","2.12","27.75","108","53","29.91","0.784314","16","80","1","80","17.5983","0","0","1009"
"435841","1542324685","0.26","56","93","31.865","100","28.81","0","1.98","27.75","108","53","29.88","0.784314","15","80","1","81","18.0523","0","0","1008.9"
"435842","1542324686","0.26","55","95","31.865","100","28.81","0","1.98","27.75","108","53","29.84","0.784314","15","80","1","81","18.4307","0","0","1008.9"
"435843","1542324687","0.26","55","95","31.865","100","28.81","0","1.9","27.75","108","53","29.84","0.784314","15","80","1","81","18.252","0","0","1008.9"
"435844","1542324688","0.26","55","95","31.865","100","28.81","0","1.98","27.75","107","53","29.84","0.784314","15","80","1","82","17.419","0","0","1008.9"
"435845","1542324689","0.26","55","95","31.865","100","28.81","0","1.98","27.63","107","53","29.84","0.784314","15","80","1","82","17.5983","0","0","1008.5"
"435846","1542324690","0.28","55","98","31.865","100","28.84","0","1.98","27.75","107","53","29.94","0.784314","15","80","1","82","17.5983","0","0","1008.8"
"435847","1542324691","0.28","54","100","31.865","100","28.84","0","1.98","27.75","107","53","29.97","0.784314","15","80","1","82","18.4307","0","0","1009"
"435848","1542324692","0.28","54","99","31.865","100","28.84","0","1.98","27.81","108","53","29.94","0.784314","15","80","1","83","18.252","0","0","1009"
"435849","1542324693","0.28","55","97","31.865","100","28.84","0","1.98","27.75","109","53","29.91","0.784314","15","80","1","83","18.252","0","0","1008.6"
"435850","1542324694","0.28","55","95","31.865","100","28.84","0","1.98","27.75","109","53","29.91","0.784314","15","80","1","83","17.5983","0","0","1008.8"
"435851","1542324695","0.3","54","99","31.865","100","28.84","0","1.9","27.75","109","53","29.88","0.784314","16","81","1","84","18.252","0","0","1008.8"
"435852","1542324696","0.3","54","100","31.865","100","28.84","0","1.9","27.75","108","53","29.88","0.784314","16","81","1","84","18.4307","0","0","1008.7"
"435853","1542324697","0.3","55","97","31.865","100","28.88","0","1.86","27.81","108","53","30","0.784314","16","81","1","84","18.252","0","0","1008.9"
"435854","1542324698","0.32","54","99","31.865","100","28.88","0","1.86","27.75","110","53","30","0.784314","16","81","1","84","17.5983","0","0","1008.6"
"435855","1542324699","0.32","55","96","31.865","100","28.88","0","1.86","28","112","53","29.97","0.784314","16","82","1","85","17.7583","0","0","1009.4"
"435856","1542324700","0.32","55","97","31.865","100","28.88","0","1.86","27.75","111","53","29.91","0.784314","16","82","1","85","18.252","0","0","1008.8"
"435857","1542324701","0.32","54","99","31.865","100","28.88","0","1.86","27.75","112","53","29.91","0.784314","16","82","1","85","18.4307","0","0","1008.8"
"435858","1542324702","0.32","53","95","31.865","100","28.88","0","1.86","27.81","113","53","29.94","0.784314","16","82","1","85","18.4307","0","0","1008.9"
"435859","1542324703","0.32","53","97","31.865","100","28.88","0","1.86","27.88","113","53","29.91","0.784314","15","81","1","86","17.132","0","0","1009.2"
"435860","1542324704","0.32","52","93","31.865","100","28.91","0","1.86","27.88","114","53","30.13","0.784314","15","81","1","86","17.5983","0","0","1009.1"
"435861","1542324705","0.34","54","100","31.865","100","28.91","0","1.86","27.88","114","53","30.06","0.784314","16","81","1","86","17.7583","0","0","1009"
"435862","1542324706","0.34","53","96","31.865","100","28.91","0","1.82","27.94","114","53","29.97","0.784314","16","81","1","86","18.586","0","0","1009.3"
"435863","1542324707","0.34","53","98","31.865","100","28.91","0","1.82","27.81","116","53","29.94","0.784314","16","81","1","87","17.5983","0","0","1008.9"
"435864","1542324708","0.34","52","95","31.865","100","28.91","0","1.8","27.88","116","53","29.94","0.784314","16","81","1","87","17.5983","0","0","1009.1"
"435865","1542324709","0.34","52","95","31.865","100","28.91","0","1.78","27.88","116","53","29.94","0.784314","16","81","1","87","17.7583","0","0","1009.1"
"435866","1542324710","0.32","52","96","31.865","100","28.91","0","1.78","27.63","116","53","29.91","0.784314","16","81","1","87","17.7583","0","0","1008.4"
"435867","1542324711","0.32","52","94","31.865","100","28.91","0","1.78","27.81","115","53","29.88","0.784314","16","81","1","87","18.586","0","0","1008.9"
"435868","1542324712","0.32","51","93","31.865","100","28.94","0","1.74","27.88","115","53","30.03","0.784314","16","81","1","88","18.586","0","0","1009.1"
"435869","1542324713","0.32","51","93","31.865","100","28.94","0","1.74","27.94","115","53","30.09","0.784314","16","81","1","88","17.132","0","0","1009.3"
"435870","1542324714","0.32","52","97","31.865","100","28.94","0","1.74","27.81","116","53","30.03","0.784314","16","81","1","88","16.9883","0","0","1008.9"
"435871","1542324715","0.32","54","98","31.865","100","28.94","0","1.74","28","116","53","30","0.784314","16","81","1","88","17.7583","0","0","1009.4"
"435872","1542324716","0.32","53","99","31.865","100","28.94","0","1.74","27.94","117","53","29.97","0.784314","16","81","1","88","17.7583","0","0","1009.2"
"435873","1542324717","0.32","52","98","31.865","100","28.94","0","1.78","27.88","117","53","29.97","0.784314","16","81","1","89","17.897","0","0","1009"
"435874","1542324718","0.32","51","92","31.865","100","28.94","0","1.8","27.94","117","53","29.97","0.784314","16","81","1","89","17.2567","0","0","1009.3"
"435875","1542324719","0.32","51","89","31.865","100","28.97","0","2.04","27.88","117","53","30.16","0.784314","16","81","1","89","17.132","0","0","1008.9"
"435876","1542324720","0.32","51","66","31.865","100","28.97","0","2.04","28.06","117","53","30.09","0.784314","16","81","1","89","17.897","0","0","1009.5"
"435877","1542324721","0.34","50","92","31.865","100","28.97","0","2.04","27.81","118","53","30.06","0.784314","16","81","1","89","17.897","0","0","1008.7"
"435878","1542324722","0.34","51","93","31.865","100","28.97","0","2.04","27.88","118","53","30.06","0.784314","16","81","1","90","17.7583","0","0","1009"
"435879","1542324723","0.34","51","95","31.865","100","28.97","0","1.8","28","118","53","30.06","0.784314","16","81","1","90","17.132","0","0","1009.4"
"435880","1542324724","0.34","49","90","31.865","100","28.97","0","1.78","27.94","119","53","30.03","0.784314","17","82","1","90","17.132","0","0","1009.1"
"435881","1542324725","0.34","50","93","31.865","100","28.97","0","1.78","27.88","120","53","30","0.784314","17","82","1","90","17.7583","0","0","1008.8"
"435882","1542324726","0.34","51","96","31.865","100","28.97","0","1.78","27.81","119","53","30","0.784314","17","81","1","90","17.897","0","0","1008.7"
"435883","1542324727","0.34","49","92","31.865","100","29","0","1.92","28","119","53","30.19","0.784314","17","81","1","90","17.897","0","0","1009.1"
"435884","1542324728","0.34","51","97","31.865","100","29","0","1.98","27.94","119","53","30.16","0.784314","17","81","1","91","17.132","0","0","1009"
"435885","1542324729","0.34","52","99","31.865","100","29","0","2.04","27.94","120","53","30.13","0.784314","17","81","1","91","17.2567","0","0","1009"
"435886","1542324730","0.34","53","98","31.865","100","29","0","2.04","28","118","53","30.06","0.784314","17","82","1","91","18.013","0","0","1009.2"
"435887","1542324731","0.34","53","96","31.865","100","29","0","2.04","28.06","118","53","30.06","0.784314","17","82","1","91","18.013","0","0","1009.3"
"435888","1542324732","0.34","54","95","31.865","100","29","0","2.04","27.88","119","53","30.06","0.784314","17","82","1","91","17.897","0","0","1008.8"
"435889","1542324733","0.34","54","96","31.865","100","29","0","2.04","28","119","53","30.06","0.784314","17","82","1","91","16.6597","0","0","1009.1"
"435890","1542324734","0.34","53","96","31.865","100","29.03","0","2.04","27.88","119","53","30.22","0.784314","17","82","1","92","16.6597","0","0","1008.9"
"435891","1542324735","0.34","52","99","31.865","100","29.03","0","1.98","27.88","119","53","30.19","0.784314","17","82","1","92","17.2567","0","0","1008.7"
"435892","1542324736","0.32","52","98","31.865","100","29.03","0","1.92","28.06","119","53","30.13","0.784314","17","82","1","92","18.013","0","0","1009.2"
"435893","1542324737","0.32","51","96","31.865","100","29.03","0","1.92","28.19","120","53","30.06","0.784314","17","82","1","92","17.2567","0","0","1009.6"
"435894","1542324738","0.32","51","81","31.865","100","29.03","0","1.92","27.88","120","53","30.06","0.784314","17","82","1","92","17.3607","0","0","1008.8"
"435895","1542324739","0.3","50","93","31.865","100","29.03","0","1.92","28","120","53","30.06","0.784314","16","82","1","92","17.2567","0","0","1009"
"435896","1542324740","0.28","51","96","31.865","100","29.03","0","1.88","28","120","53","30.06","0.784314","16","82","1","92","17.2567","0","0","1009.1"
"435897","1542324741","0.26","51","98","31.865","100","29.03","0","1.72","28","121","53","30.06","0.784314","16","82","1","92","18.013","0","0","1009.1"
"435898","1542324742","0.26","51","96","31.865","100","29.06","0","1.72","28.13","122","53","30.22","0.784314","16","82","1","93","17.897","0","0","1009.3"
"435899","1542324743","0.26","51","97","31.865","100","29.06","0","1.7","27.94","123","53","30.19","0.784314","16","82","1","93","17.3607","0","0","1008.9"
"435900","1542324744","0.26","52","83","31.865","100","29.06","0","1.7","28.06","123","53","30.13","0.784314","16","82","1","93","16.6597","0","0","1009.1"
"435901","1542324745","0.26","53","97","31.865","100","29.06","0","1.68","28","123","53","30.13","0.784314","16","82","1","93","16.6597","0","0","1009"
"435902","1542324746","0.26","52","98","31.865","100","29.06","0","1.62","28.06","123","53","30.13","0.784314","16","82","1","93","17.3607","0","0","1009.2"
"435903","1542324747","0.26","53","96","31.865","100","29.06","0","1.62","28.19","123","53","30.13","0.784314","16","82","1","93","17.3607","0","0","1009.6"
"435904","1542324748","0.26","53","95","31.865","100","29.06","0","1.62","28","122","53","30.09","0.784314","16","82","1","93","16.753","0","0","1009.1"
"435905","1542324749","0.26","54","95","31.865","100","29.06","0","1.62","28","121","53","30.13","0.784314","16","82","1","93","16.102","0","0","1008.9"
"435906","1542324750","0.26","55","92","31.865","100","29.09","0","1.62","28","121","53","30.25","0.784314","16","82","1","94","16.753","0","0","1009"
"435907","1542324751","0.26","54","95","31.865","100","29.09","0","1.62","28","121","53","30.22","0.784314","16","82","1","94","17.3607","0","0","1009"
"435908","1542324752","0.26","53","97","31.865","100","29.09","0","1.68","28","121","53","30.19","0.784314","16","82","1","94","18.013","0","0","1008.8"
"435909","1542324753","0.26","55","93","31.865","100","29.09","0","1.62","28.13","121","53","30.13","1.17647","16","83","1","94","16.753","0","0","1009.3"
"435910","1542324754","0.28","55","77","31.865","100","29.09","0","1.62","27.94","121","53","30.13","4.31373","16","83","1","94","16.1863","0","0","1008.6"
"435911","1542324755","0.28","55","87","31.865","100","29.09","0","1.62","28.06","120","53","30.16","1.17647","17","83","1","94","17.3607","0","0","1009"
"435912","1542324756","0.28","54","79","31.865","100","29.09","0","1.68","28.19","120","53","30.16","0.784314","17","83","1","92","17.3607","0","0","1009.4"
"435913","1542324757","0.28","54","87","31.865","100","29.13","0","1.68","27.94","120","53","30.28","0.784314","17","83","1","91","16.827","0","0","1008.7"
"435914","1542324758","0.3","53","83","31.865","100","29.13","0","1.68","28.13","121","53","30.34","0.784314","17","83","1","89","16.6597","0","0","1009.1"
